InvoiceLineID,CustomerCode,TransactionID,Description,Year,Month,Day,PackageTypeID,Quantity,Sales,TotalDryItems,TotalChillerItems
18906,198,16757,Alien officer hoodie (Black) 5XL,2018,4,26,7,5,175,3,0
18907,198,16757,Black and orange glass with care despatch tape  48mmx100m,2018,4,26,7,48,192,3,0
18908,531,17001,Dinosaur battery-powered slippers (Green) XL,2018,4,26,7,10,320,2,0
18909,531,17001,"""The Gu"" red shirt XML tag t-shirt (White) M",2018,4,26,7,48,864,2,0
18910,45,11952,Shipping carton (Brown) 305x305x305mm,2018,4,26,7,175,700,2,0
18911,45,11952,Air cushion film 200mmx100mm 325m,2018,4,26,7,1,87,2,0
18912,991,11392,Black and yellow heavy despatch tape  48mmx75m,2018,4,26,7,144,576,4,0
18913,991,11392,Dinosaur battery-powered slippers (Green) L,2018,4,26,7,6,192,4,0
18914,991,11392,RC big wheel monster truck with remote control (Black) 1/50 scale,2018,4,26,7,3,135,4,0
18915,991,11392,Tape dispenser (Blue),2018,4,26,7,100,3200,4,0
18916,579,13918,Developer joke mug - understanding recursion requires understanding recursion (Black),2018,4,26,7,5,65,3,0
18917,579,13918,Pack of 12 action figures (male),2018,4,26,9,3,48,3,0
18918,579,13918,32 mm Double sided bubble wrap 10m,2018,4,26,7,80,1760,3,0
18919,562,11579,Shipping carton (Brown) 279x254x217mm,2018,4,26,7,25,25,3,0
18920,562,11579,Shipping carton (Brown) 480x270x320mm,2018,4,26,7,100,300,3,0
18921,562,11579,"""The Gu"" red shirt XML tag t-shirt (Black) 7XL",2018,4,26,7,96,1728,3,0
18922,32,13065,USB food flash drive - dim sum 10 drive variety pack,2018,4,26,9,5,1200,4,0
18923,32,13065,IT joke mug - keyboard not found … press F1 to continue (Black),2018,4,26,7,4,52,4,0
18924,32,13065,Shipping carton (Brown) 229x229x229mm,2018,4,26,7,50,50,4,0
18925,32,13065,Halloween zombie mask (Light Brown) S,2018,4,26,7,48,864,4,0
18926,599,19438,"""The Gu"" red shirt XML tag t-shirt (Black) 3XS",2018,4,26,7,12,216,5,0
18927,599,19438,RC toy sedan car with remote control (Red) 1/50 scale,2018,4,26,7,10,250,5,0
18928,599,19438,DBA joke mug - mind if I join you? (White),2018,4,26,7,6,78,5,0
18929,599,19438,Developer joke mug - when your hammer is C++ (Black),2018,4,26,7,7,91,5,0
18930,599,19438,Ride on big wheel monster truck (Black) 1/12 scale,2018,4,26,7,8,2760,5,0
18931,557,19521,"""The Gu"" red shirt XML tag t-shirt (White) L",2018,4,26,7,48,864,2,0
18932,557,19521,Furry gorilla with big eyes slippers (Black) L,2018,4,26,7,2,64,2,0
18933,6,15828,Permanent marker red 5mm nib (Red) 5mm,2018,4,26,7,108,324,3,0
18934,6,15828,USB food flash drive - chocolate bar,2018,4,26,7,3,96,3,0
18935,6,15828,Red and white urgent  heavy despatch tape  48mmx100m,2018,4,26,7,120,480,3,0
18936,863,16361,Red and white urgent despatch tape 48mmx75m,2018,4,26,7,144,576,3,0
18937,863,16361,RC vintage American toy coupe with remote control (Black) 1/50 scale,2018,4,26,7,9,270,3,0
18938,863,16361,Black and orange fragile despatch tape 48mmx75m,2018,4,26,7,144,576,3,0
18939,583,14491,DBA joke mug - mind if I join you? (White),2018,4,26,7,9,117,4,0
18940,583,14491,Small 9mm replacement blades 9mm,2018,4,26,7,90,360,4,0
18941,583,14491,Packing knife with metal insert blade (Yellow) 18mm,2018,4,26,7,5,10,4,0
18942,583,14491,32 mm Double sided bubble wrap 20m,2018,4,26,7,30,1110,4,0
18943,859,11005,10 mm Anti static bubble wrap (Blue) 20m,2018,4,26,7,60,2520,2,0
18944,859,11005,"""The Gu"" red shirt XML tag t-shirt (Black) 6XL",2018,4,26,7,72,1296,2,0
18945,478,18558,Developer joke mug - fun was unexpected at this time (White),2018,4,26,7,2,26,2,0
18946,478,18558,IT joke mug - that behavior is by design (Black),2018,4,26,7,2,26,2,0
18947,898,17900,Black and orange handle with care despatch tape  48mmx100m,2018,4,26,7,96,384,5,0
18948,898,17900,RC toy sedan car with remote control (Black) 1/50 scale,2018,4,26,7,1,25,5,0
18949,898,17900,"""The Gu"" red shirt XML tag t-shirt (Black) 6XL",2018,4,26,7,108,1944,5,0
18950,898,17900,Developer joke mug - that's a hardware problem (White),2018,4,26,7,7,91,5,0
18951,898,17900,Plush shark slippers (Gray) M,2018,4,26,7,2,64,5,0
18952,189,11934,Superhero action jacket (Blue) XS,2018,4,26,7,6,150,5,0
18953,189,11934,Tape dispenser (Black),2018,4,26,7,50,1600,5,0
18954,189,11934,"Developer joke mug - (hip, hip, array) (Black)",2018,4,26,7,8,104,5,0
18955,189,11934,RC toy sedan car with remote control (Pink) 1/50 scale,2018,4,26,7,2,50,5,0
18956,189,11934,Halloween zombie mask (Light Brown) L,2018,4,26,7,108,1944,5,0
18957,441,12605,Plush shark slippers (Gray) M,2018,4,26,7,8,256,3,0
18958,441,12605,Clear packaging tape 48mmx75m,2018,4,26,7,260,780,3,0
18959,441,12605,Shipping carton (Brown) 457x457x457mm,2018,4,26,7,175,350,3,0
18960,123,11720,"""The Gu"" red shirt XML tag t-shirt (Black) L",2018,4,27,7,84,1512,2,0
18961,123,11720,Clear packaging tape 48mmx100m,2018,4,27,7,160,640,2,0
18962,56,18191,DBA joke mug - I will get you in order (White),2018,4,27,7,6,78,3,0
18963,56,18191,Superhero action jacket (Blue) XL,2018,4,27,7,2,60,3,0
18964,56,18191,Void fill 400 L bag (White) 400L,2018,4,27,7,80,4000,3,0
18965,20,17313,Shipping carton (Brown) 500x310x310mm,2018,4,27,7,25,75,4,0
18966,20,17313,Superhero action jacket (Blue) XXS,2018,4,27,7,9,225,4,0
18967,20,17313,"""The Gu"" red shirt XML tag t-shirt (Black) XXS",2018,4,27,7,96,1728,4,0
18968,20,17313,Air cushion machine (Blue),2018,4,27,7,5,9495,4,0
18969,160,19362,Shipping carton (Brown) 413x285x187mm,2018,4,27,7,150,150,3,0
18970,160,19362,Dinosaur battery-powered slippers (Green) L,2018,4,27,7,7,224,3,0
18971,160,19362,Superhero action jacket (Blue) 3XL,2018,4,27,7,8,272,3,0
18972,55,10511,Clear packaging tape 48mmx100m,2018,4,27,7,20,80,5,0
18973,55,10511,10 mm Anti static bubble wrap (Blue) 50m,2018,4,27,7,20,1980,5,0
18974,55,10511,"""The Gu"" red shirt XML tag t-shirt (Black) L",2018,4,27,7,120,2160,5,0
18975,55,10511,Developer joke mug - Oct 31 = Dec 25 (Black),2018,4,27,7,3,39,5,0
18976,55,10511,"""The Gu"" red shirt XML tag t-shirt (White) 3XL",2018,4,27,7,120,2160,5,0
18977,466,13349,USB food flash drive - donut,2018,4,27,7,7,224,5,0
18978,466,13349,Plush shark slippers (Gray) L,2018,4,27,7,1,32,5,0
18979,466,13349,Bubblewrap dispenser (Red) 1.5m,2018,4,27,7,10,2400,5,0
18980,466,13349,Void fill 400 L bag (White) 400L,2018,4,27,7,100,5000,5,0
18981,466,13349,Developer joke mug - that's a hardware problem (Black),2018,4,27,7,5,65,5,0
18982,919,19712,USB food flash drive - pizza slice,2018,4,27,7,8,256,2,0
18983,919,19712,Furry gorilla with big eyes slippers (Black) XL,2018,4,27,7,10,320,2,0
18984,452,15931,Developer joke mug - Oct 31 = Dec 25 (White),2018,4,27,7,10,130,4,0
18985,452,15931,Developer joke mug - when your hammer is C++ (White),2018,4,27,7,6,78,4,0
18986,452,15931,Black and orange handle with care despatch tape  48mmx75m,2018,4,27,7,144,576,4,0
18987,452,15931,Small sized bubblewrap roll 10m,2018,4,27,7,20,100,4,0
18988,520,19027,"""The Gu"" red shirt XML tag t-shirt (Black) 7XL",2018,4,27,7,48,864,5,0
18989,520,19027,Dinosaur battery-powered slippers (Green) XL,2018,4,27,7,6,192,5,0
18990,520,19027,Ogre battery-powered slippers (Green) S,2018,4,27,7,1,32,5,0
18991,520,19027,Pack of 12 action figures (male),2018,4,27,9,9,144,5,0
18992,520,19027,Ride on toy sedan car (Green) 1/12 scale,2018,4,27,7,7,1610,5,0
18993,832,17238,Permanent marker red 5mm nib (Red) 5mm,2018,4,27,7,48,144,2,0
18994,832,17238,Express post box 5kg (White) 350x280x130mm,2018,4,27,7,100,100,2,0
18995,915,12964,32 mm Double sided bubble wrap 10m,2018,4,27,7,10,220,2,0
18996,915,12964,Plush shark slippers (Gray) S,2018,4,27,7,9,288,2,0
18997,516,18984,DBA joke mug - SELECT caffeine FROM mug (White),2018,4,27,7,6,78,5,0
18998,516,18984,Developer joke mug - a foo walks into a bar (White),2018,4,27,7,9,117,5,0
18999,516,18984,Large  replacement blades 18mm,2018,4,27,7,10,40,5,0
19000,516,18984,USB food flash drive - hamburger,2018,4,27,7,2,64,5,0
19001,516,18984,20 mm Anti static bubble wrap (Blue) 20m,2018,4,27,7,50,2250,5,0
19002,99,10206,Halloween skull mask (Gray) S,2018,4,27,7,96,1728,3,0
19003,99,10206,Alien officer hoodie (Black) 4XL,2018,4,27,7,7,245,3,0
19004,99,10206,Black and orange glass with care despatch tape  48mmx100m,2018,4,27,7,240,960,3,0
19005,935,14836,Medium sized bubblewrap roll 20m,2018,4,27,7,30,600,4,0
19006,935,14836,Black and yellow heavy despatch tape 48mmx100m,2018,4,27,7,96,384,4,0
19007,935,14836,Black and orange fragile despatch tape 48mmx75m,2018,4,27,7,360,1440,4,0
19008,935,14836,Superhero action jacket (Blue) 3XL,2018,4,27,7,7,238,4,0
19009,846,16802,DBA joke mug - daaaaaa-ta (Black),2018,4,27,7,4,52,3,0
19010,846,16802,USB food flash drive - donut,2018,4,27,7,3,96,3,0
19011,846,16802,"""The Gu"" red shirt XML tag t-shirt (Black) 7XL",2018,4,27,7,84,1512,3,0
19012,77,15488,Bubblewrap dispenser (Black) 1.5m,2018,4,27,7,5,1200,4,0
19013,77,15488,Black and orange fragile despatch tape 48mmx75m,2018,4,27,7,216,864,4,0
19014,77,15488,"""The Gu"" red shirt XML tag t-shirt (Black) L",2018,4,27,7,60,1080,4,0
19015,77,15488,USB food flash drive - sushi roll,2018,4,27,7,2,64,4,0
19016,972,18702,Superhero action jacket (Blue) XXS,2018,4,27,7,1,25,3,0
19017,972,18702,Large sized bubblewrap roll 50m,2018,4,27,7,80,1920,3,0
19018,972,18702,Tape dispenser (Blue),2018,4,27,7,70,2240,3,0
19019,597,10673,Developer joke mug - that's a hardware problem (Black),2018,4,27,7,1,13,3,0
19020,597,10673,"""The Gu"" red shirt XML tag t-shirt (Black) 6XL",2018,4,27,7,96,1728,3,0
19021,597,10673,Halloween skull mask (Gray) S,2018,4,27,7,96,1728,3,0
19022,933,19418,DBA joke mug - you might be a DBA if (Black),2018,4,27,7,9,117,2,0
19023,933,19418,Developer joke mug - understanding recursion requires understanding recursion (White),2018,4,27,7,4,52,2,0
19024,87,18593,"""The Gu"" red shirt XML tag t-shirt (White) S",2018,4,27,7,12,216,3,0
19025,87,18593,10 mm Anti static bubble wrap (Blue) 10m,2018,4,27,7,100,2600,3,0
19026,87,18593,Developer joke mug - that's a hardware problem (Black),2018,4,27,7,8,104,3,0
19027,992,12413,USB food flash drive - banana,2018,4,27,7,1,32,4,0
19028,992,12413,20 mm Anti static bubble wrap (Blue) 50m,2018,4,27,7,10,1020,4,0
19029,992,12413,Dinosaur battery-powered slippers (Green) M,2018,4,27,7,6,192,4,0
19030,992,12413,"""The Gu"" red shirt XML tag t-shirt (Black) XXL",2018,4,27,7,24,432,4,0
19031,968,17668,RC toy sedan car with remote control (Pink) 1/50 scale,2018,4,27,7,4,100,4,0
19032,968,17668,Void fill 300 L bag (White) 300L,2018,4,27,7,90,3420,4,0
19033,968,17668,Shipping carton (Brown) 305x305x305mm,2018,4,27,7,125,500,4,0
19034,968,17668,USB food flash drive - chocolate bar,2018,4,27,7,9,288,4,0
19035,421,11647,"""The Gu"" red shirt XML tag t-shirt (White) 6XL",2018,4,27,7,12,216,4,0
19036,421,11647,Bubblewrap dispenser (Red) 1.5m,2018,4,27,7,10,2400,4,0
19037,421,11647,Large sized bubblewrap roll 50m,2018,4,27,7,10,240,4,0
19038,421,11647,Shipping carton (Brown) 500x310x310mm,2018,4,27,7,125,375,4,0
19039,128,11538,"""The Gu"" red shirt XML tag t-shirt (White) 3XS",2018,4,27,7,60,1080,4,0
19040,128,11538,IT joke mug - keyboard not found … press F1 to continue (White),2018,4,27,7,3,39,4,0
19041,128,11538,Shipping carton (Brown) 229x229x229mm,2018,4,27,7,125,125,4,0
19042,128,11538,Animal with big feet slippers (Brown) L,2018,4,27,7,6,192,4,0
19043,988,19607,Red and white urgent  heavy despatch tape  48mmx100m,2018,4,27,7,48,192,5,0
19044,988,19607,Void fill 300 L bag (White) 300L,2018,4,27,7,80,3040,5,0
19045,988,19607,Pack of 12 action figures (male),2018,4,27,9,3,48,5,0
19046,988,19607,20 mm Double sided bubble wrap 20m,2018,4,27,7,20,660,5,0
19047,988,19607,DBA joke mug - daaaaaa-ta (White),2018,4,27,7,1,13,5,0
19048,79,12939,"""The Gu"" red shirt XML tag t-shirt (Black) 6XL",2018,4,27,7,108,1944,5,0
19049,79,12939,Developer joke mug - Oct 31 = Dec 25 (White),2018,4,27,7,9,117,5,0
19050,79,12939,DBA joke mug - it depends (White),2018,4,27,7,10,130,5,0
19051,79,12939,32 mm Anti static bubble wrap (Blue) 50m,2018,4,27,7,90,9450,5,0
19052,79,12939,IT joke mug - that behavior is by design (White),2018,4,27,7,4,52,5,0
19053,967,17452,32 mm Double sided bubble wrap 20m,2018,4,27,7,60,2220,4,0
19054,967,17452,Developer joke mug - a foo walks into a bar (White),2018,4,27,7,6,78,4,0
19055,967,17452,IT joke mug - that behavior is by design (Black),2018,4,27,7,8,104,4,0
19056,967,17452,Superhero action jacket (Blue) XS,2018,4,27,7,1,25,4,0
19057,510,19839,"""The Gu"" red shirt XML tag t-shirt (Black) XS",2018,4,27,7,48,864,2,0
19058,510,19839,"""The Gu"" red shirt XML tag t-shirt (Black) XXS",2018,4,27,7,72,1296,2,0
19059,483,13532,Halloween zombie mask (Light Brown) M,2018,4,27,7,72,1296,3,0
19060,483,13532,Black and yellow heavy despatch tape  48mmx75m,2018,4,27,7,48,192,3,0
19061,483,13532,Ride on toy sedan car (Black) 1/12 scale,2018,4,27,7,1,230,3,0
19062,429,16916,10 mm Double sided bubble wrap 10m,2018,4,27,7,80,1200,2,0
19063,429,16916,Ogre battery-powered slippers (Green) M,2018,4,27,7,1,32,2,0
19064,446,17289,USB food flash drive - dessert 10 drive variety pack,2018,4,27,9,8,1920,4,0
19065,446,17289,10 mm Double sided bubble wrap 10m,2018,4,27,7,70,1050,4,0
19066,446,17289,RC toy sedan car with remote control (Blue) 1/50 scale,2018,4,27,7,7,175,4,0
19067,446,17289,"""The Gu"" red shirt XML tag t-shirt (Black) L",2018,4,27,7,72,1296,4,0
19068,833,14697,USB food flash drive - shrimp cocktail,2018,4,27,7,7,224,5,0
19069,833,14697,Void fill 200 L bag (White) 200L,2018,4,27,7,100,2500,5,0
19070,833,14697,10 mm Anti static bubble wrap (Blue) 10m,2018,4,27,7,40,1040,5,0
19071,833,14697,Packing knife with metal insert blade (Yellow) 18mm,2018,4,27,7,45,90,5,0
19072,833,14697,Shipping carton (Brown) 279x254x217mm,2018,4,27,7,125,125,5,0
19073,885,18579,Black and yellow heavy despatch tape 48mmx100m,2018,4,27,7,72,288,4,0
19074,885,18579,IT joke mug - that behavior is by design (White),2018,4,27,7,2,26,4,0
19075,885,18579,20 mm Double sided bubble wrap 20m,2018,4,27,7,70,2310,4,0
19076,885,18579,Small 9mm replacement blades 9mm,2018,4,27,7,70,280,4,0
19077,549,13571,Dinosaur battery-powered slippers (Green) XL,2018,4,27,7,5,160,3,0
19078,549,13571,"""The Gu"" red shirt XML tag t-shirt (Black) 3XL",2018,4,27,7,12,216,3,0
19079,549,13571,Small 9mm replacement blades 9mm,2018,4,27,7,30,120,3,0
19080,46,17794,Void fill 300 L bag (White) 300L,2018,4,27,7,100,3800,3,0
19081,46,17794,32 mm Double sided bubble wrap 10m,2018,4,27,7,50,1100,3,0
19082,46,17794,10 mm Double sided bubble wrap 20m,2018,4,27,7,100,3000,3,0
19083,843,12114,Shipping carton (Brown) 356x229x229mm,2018,4,27,7,175,175,5,0
19084,843,12114,Halloween zombie mask (Light Brown) M,2018,4,27,7,96,1728,5,0
19085,843,12114,Air cushion machine (Blue),2018,4,27,7,2,3798,5,0
19086,843,12114,Furry gorilla with big eyes slippers (Black) L,2018,4,27,7,3,96,5,0
19087,843,12114,Superhero action jacket (Blue) 5XL,2018,4,27,7,9,306,5,0
19088,894,16923,"""The Gu"" red shirt XML tag t-shirt (Black) S",2018,4,27,7,108,1944,5,0
19089,894,16923,Superhero action jacket (Blue) 5XL,2018,4,27,7,7,238,5,0
19090,894,16923,Red and white urgent despatch tape 48mmx75m,2018,4,27,7,168,672,5,0
19091,894,16923,Ride on toy sedan car (Black) 1/12 scale,2018,4,27,7,5,1150,5,0
19092,894,16923,Superhero action jacket (Blue) XL,2018,4,27,7,9,270,5,0
19093,180,18481,Shipping carton (Brown) 480x270x320mm,2018,4,27,7,150,450,4,0
19094,180,18481,Void fill 300 L bag (White) 300L,2018,4,27,7,80,3040,4,0
19095,180,18481,USB food flash drive - shrimp cocktail,2018,4,27,7,6,192,4,0
19096,180,18481,Black and orange fragile despatch tape 48mmx75m,2018,4,27,7,360,1440,4,0
19097,80,18320,Superhero action jacket (Blue) S,2018,4,27,7,9,225,2,0
19098,80,18320,32 mm Double sided bubble wrap 50m,2018,4,27,7,90,10080,2,0
19099,61,15696,USB food flash drive - dim sum 10 drive variety pack,2018,4,27,9,4,960,2,0
19100,61,15696,Ride on toy sedan car (Black) 1/12 scale,2018,4,27,7,10,2300,2,0
19101,818,11091,"""The Gu"" red shirt XML tag t-shirt (White) XS",2018,4,29,7,84,1512,1,0
19102,497,12374,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",2018,4,29,7,96,1728,1,0
19103,891,18929,"""The Gu"" red shirt XML tag t-shirt (Black) XL",2018,4,29,7,120,2160,1,0
19104,45,11162,Tape dispenser (Red),2018,4,29,7,100,3200,1,0
19105,484,10320,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2018,4,29,7,60,1080,1,0
19106,826,14364,"""The Gu"" red shirt XML tag t-shirt (White) M",2018,4,29,7,60,1080,1,0
19107,582,12235,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",2018,4,29,7,48,864,1,0
19108,1006,11078,Black and orange glass with care despatch tape 48mmx75m,2018,4,29,7,192,768,1,0
19109,973,17715,20 mm Anti static bubble wrap (Blue) 20m,2018,4,29,7,10,450,5,0
19110,973,17715,USB food flash drive - hamburger,2018,4,29,7,4,128,5,0
19111,973,17715,Air cushion film 200mmx200mm 325m,2018,4,29,7,4,360,5,0
19112,973,17715,Halloween skull mask (Gray) XL,2018,4,29,7,60,1080,5,0
19113,973,17715,Bubblewrap dispenser (Blue) 1.5m,2018,4,29,7,2,480,5,0
19114,71,12025,Pack of 12 action figures (variety),2018,4,29,9,1,16,5,0
19115,71,12025,Superhero action jacket (Blue) 4XL,2018,4,29,7,3,102,5,0
19116,71,12025,Alien officer hoodie (Black) 3XL,2018,4,29,7,4,140,5,0
19117,71,12025,Large sized bubblewrap roll 50m,2018,4,29,7,40,960,5,0
19118,71,12025,DBA joke mug - I will get you in order (Black),2018,4,29,7,7,91,5,0
19119,189,15484,Furry gorilla with big eyes slippers (Black) M,2018,4,29,7,5,160,3,0
19120,189,15484,"""The Gu"" red shirt XML tag t-shirt (White) 3XL",2018,4,29,7,12,216,3,0
19121,189,15484,RC toy sedan car with remote control (Green) 1/50 scale,2018,4,29,7,5,125,3,0
19122,560,13234,"""The Gu"" red shirt XML tag t-shirt (White) XL",2018,4,29,7,36,648,5,0
19123,560,13234,"""The Gu"" red shirt XML tag t-shirt (White) 4XL",2018,4,29,7,96,1728,5,0
19124,560,13234,DBA joke mug - it depends (Black),2018,4,29,7,3,39,5,0
19125,560,13234,Superhero action jacket (Blue) 4XL,2018,4,29,7,9,306,5,0
19126,560,13234,Developer joke mug - when your hammer is C++ (White),2018,4,29,7,6,78,5,0
19127,825,18523,20 mm Anti static bubble wrap (Blue) 10m,2018,4,29,7,100,2900,3,0
19128,825,18523,32 mm Double sided bubble wrap 50m,2018,4,29,7,60,6720,3,0
19129,825,18523,Developer joke mug - inheritance is the OO way to become wealthy (Black),2018,4,29,7,4,52,3,0
19130,965,18969,Black and orange fragile despatch tape 48mmx75m,2018,4,29,7,216,864,4,0
19131,965,18969,Developer joke mug - understanding recursion requires understanding recursion (Black),2018,4,29,7,4,52,4,0
19132,965,18969,IT joke mug - that behavior is by design (White),2018,4,29,7,9,117,4,0
19133,965,18969,USB food flash drive - donut,2018,4,29,7,10,320,4,0
19134,908,19879,RC toy sedan car with remote control (Blue) 1/50 scale,2018,4,29,7,5,125,5,0
19135,908,19879,IT joke mug - hardware: part of the computer that can be kicked (Black),2018,4,29,7,5,65,5,0
19136,908,19879,USB food flash drive - shrimp cocktail,2018,4,29,7,3,96,5,0
19137,908,19879,Shipping carton (Brown) 305x305x305mm,2018,4,29,7,225,900,5,0
19138,908,19879,Permanent marker blue 5mm nib (Blue) 5mm,2018,4,29,7,120,360,5,0
19139,157,18836,Permanent marker red 5mm nib (Red) 5mm,2018,4,29,7,24,72,3,0
19140,157,18836,"""The Gu"" red shirt XML tag t-shirt (Black) XXL",2018,4,29,7,36,648,3,0
19141,157,18836,Black and orange handle with care despatch tape  48mmx75m,2018,4,29,7,120,480,3,0
19142,456,14633,DBA joke mug - daaaaaa-ta (Black),2018,4,29,7,5,65,5,0
19143,456,14633,"""The Gu"" red shirt XML tag t-shirt (White) XXL",2018,4,29,7,108,1944,5,0
19144,456,14633,Developer joke mug - Oct 31 = Dec 25 (White),2018,4,29,7,2,26,5,0
19145,456,14633,Developer joke mug - fun was unexpected at this time (Black),2018,4,29,7,8,104,5,0
19146,456,14633,Superhero action jacket (Blue) XXL,2018,4,29,7,4,120,5,0
19147,530,10420,USB food flash drive - shrimp cocktail,2018,4,29,7,4,128,2,0
19148,530,10420,Tape dispenser (Blue),2018,4,29,7,100,3200,2,0
19149,25,14684,Black and orange handle with care despatch tape  48mmx100m,2018,4,29,7,96,384,4,0
19150,25,14684,"""The Gu"" red shirt XML tag t-shirt (White) 6XL",2018,4,29,7,96,1728,4,0
19151,25,14684,Developer joke mug - Oct 31 = Dec 25 (White),2018,4,29,7,3,39,4,0
19152,25,14684,20 mm Double sided bubble wrap 10m,2018,4,29,7,80,1440,4,0
19153,571,17815,Red and white urgent despatch tape 48mmx75m,2018,4,29,7,144,576,3,0
19154,571,17815,Shipping carton (Brown) 229x229x229mm,2018,4,29,7,225,225,3,0
19155,571,17815,Developer joke mug - that's a hardware problem (White),2018,4,29,7,8,104,3,0
19156,990,10647,Void fill 100 L bag (White) 100L,2018,4,29,7,10,130,4,0
19157,990,10647,20 mm Double sided bubble wrap 10m,2018,4,29,7,90,1620,4,0
19158,990,10647,Halloween skull mask (Gray) XL,2018,4,29,7,72,1296,4,0
19159,990,10647,Developer joke mug - fun was unexpected at this time (Black),2018,4,29,7,9,117,4,0
19160,148,15058,3 kg Courier post bag (White) 300x190x95mm,2018,4,29,7,50,50,4,0
19161,148,15058,Pack of 12 action figures (female),2018,4,29,9,10,160,4,0
19162,148,15058,Developer joke mug - understanding recursion requires understanding recursion (White),2018,4,29,7,9,117,4,0
19163,148,15058,Developer joke mug - this code was generated by a tool (Black),2018,4,29,7,4,52,4,0
19164,857,15568,Halloween skull mask (Gray) L,2018,4,29,7,96,1728,4,0
19165,857,15568,Furry animal socks (Pink) S,2018,4,29,10,72,360,4,0
19166,857,15568,Dinosaur battery-powered slippers (Green) M,2018,4,29,7,10,320,4,0
19167,857,15568,Alien officer hoodie (Black) XL,2018,4,29,7,10,350,4,0
19168,816,18700,Developer joke mug - old C developers never die (White),2018,4,29,7,9,117,5,0
19169,816,18700,Superhero action jacket (Blue) M,2018,4,29,7,5,150,5,0
19170,816,18700,Black and yellow heavy despatch tape  48mmx75m,2018,4,29,7,192,768,5,0
19171,816,18700,Ogre battery-powered slippers (Green) XL,2018,4,29,7,9,288,5,0
19172,816,18700,10 mm Double sided bubble wrap 10m,2018,4,29,7,90,1350,5,0
19173,38,15260,DBA joke mug - SELECT caffeine FROM mug (White),2018,4,29,7,4,52,4,0
19174,38,15260,Halloween skull mask (Gray) XL,2018,4,29,7,60,1080,4,0
19175,38,15260,32 mm Anti static bubble wrap (Blue) 50m,2018,4,29,7,30,3150,4,0
19176,38,15260,"""The Gu"" red shirt XML tag t-shirt (Black) S",2018,4,29,7,24,432,4,0
19177,926,14838,Halloween skull mask (Gray) L,2018,4,29,7,108,1944,4,0
19178,926,14838,RC vintage American toy coupe with remote control (Black) 1/50 scale,2018,4,29,7,2,60,4,0
19179,926,14838,USB food flash drive - hot dog,2018,4,29,7,1,32,4,0
19180,926,14838,Large sized bubblewrap roll 50m,2018,4,29,7,40,960,4,0
19181,805,18404,Developer joke mug - this code was generated by a tool (Black),2018,4,29,7,6,78,2,0
19182,805,18404,Developer joke mug - when your hammer is C++ (Black),2018,4,29,7,6,78,2,0
19183,402,16443,Developer joke mug - when your hammer is C++ (Black),2018,4,29,7,2,26,4,0
19184,402,16443,RC toy sedan car with remote control (Red) 1/50 scale,2018,4,29,7,7,175,4,0
19185,402,16443,Animal with big feet slippers (Brown) L,2018,4,29,7,1,32,4,0
19186,402,16443,Pack of 12 action figures (male),2018,4,29,9,4,64,4,0
19187,193,11346,Plush shark slippers (Gray) M,2018,4,29,7,2,64,2,0
19188,193,11346,Superhero action jacket (Blue) L,2018,4,29,7,1,30,2,0
19189,403,17615,Red and white urgent despatch tape 48mmx75m,2018,4,29,7,96,384,3,0
19190,403,17615,Permanent marker black 5mm nib (Black) 5mm,2018,4,29,7,120,360,3,0
19191,403,17615,Developer joke mug - inheritance is the OO way to become wealthy (White),2018,4,29,7,6,78,3,0
19192,7,19484,Ride on toy sedan car (Blue) 1/12 scale,2018,4,29,7,9,2070,3,0
19193,7,19484,RC vintage American toy coupe with remote control (Black) 1/50 scale,2018,4,29,7,9,270,3,0
19194,7,19484,USB missile launcher (Green),2018,4,29,7,1,25,3,0
19195,840,10095,Animal with big feet slippers (Brown) L,2018,4,29,7,9,288,2,0
19196,840,10095,32 mm Anti static bubble wrap (Blue) 10m,2018,4,29,7,80,2560,2,0
19197,153,10469,"""The Gu"" red shirt XML tag t-shirt (White) 3XL",2018,4,29,7,96,1728,2,0
19198,153,10469,Air cushion film 200mmx200mm 325m,2018,4,29,7,9,810,2,0
19199,47,19275,Alien officer hoodie (Black) XXL,2018,4,29,7,7,245,4,0
19200,47,19275,USB missile launcher (Green),2018,4,29,7,3,75,4,0
19201,47,19275,Plush shark slippers (Gray) S,2018,4,29,7,9,288,4,0
19202,47,19275,RC vintage American toy coupe with remote control (Black) 1/50 scale,2018,4,29,7,2,60,4,0
19203,483,10566,Furry gorilla with big eyes slippers (Black) S,2018,4,29,7,5,160,2,0
19204,483,10566,Animal with big feet slippers (Brown) S,2018,4,29,7,7,224,2,0
19205,423,19944,"""The Gu"" red shirt XML tag t-shirt (White) 3XL",2018,4,29,7,36,648,3,0
19206,423,19944,Plush shark slippers (Gray) XL,2018,4,29,7,1,32,3,0
19207,423,19944,Developer joke mug - Oct 31 = Dec 25 (White),2018,4,29,7,9,117,3,0
19208,499,19522,Clear packaging tape 48mmx75m,2018,4,29,7,130,390,2,0
19209,499,19522,Furry gorilla with big eyes slippers (Black) S,2018,4,29,7,5,160,2,0
19210,954,14252,Small sized bubblewrap roll 10m,2018,4,29,7,80,400,5,0
